Information about barcoded specimens. Sample Ids starting with "cvb" derive from a preliminary study about army ant diets and are not considered in army ant-prey network analyses.																											
Sequence information and depository								Systematic classicfication									Life history information		Collection information								
BOLD Project Code	Process ID	Sample ID	BIN	COI Sequence Length	GenBank Accession	Image Count	Specimen Deposition	Phylum	Class	Order	Family	Subfamily	Genus	Species	Identifier	Identification Method	Life Stage	Associated Taxa	Collectors	Collection Date	Country	State/Province	Region	Exact Site	Event Time	Habitat	Collection Notes
APREY	APREY729-18	PH_EV63_pa_np_02	BOLD:AAP3408	602	MK207767	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Mayaponera	Mayaponera constricta	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	29-Mar-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:30	Tropical rainforest	collected during army ant raiding
APREY	APREY730-18	PH_EV63_an_kp_03	No BIN	359	MK207472	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Anochetus	Anochetus mayri	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	29-Mar-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:30	Tropical rainforest	collected during army ant raiding
APREY	APREY731-18	PH_EV63_undet_l_04	BOLD:AAB6974	525	MK208043	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole rugiceps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	29-Mar-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:30	Tropical rainforest	collected during army ant raiding
APREY	APREY732-18	PH_EV65_ph_np_01	BOLD:AAH3209	649	MK208004	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole indagatrix	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	02-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:45	Tropical rainforest	collected during army ant raiding
APREY	APREY733-18	PH_EV66_phlarge_np_01	BOLD:AAL7283	579	MK207775	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Megalomyrmex	Megalomyrmex silvestrii	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	02-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:30	Tropical rainforest	collected during army ant raiding
APREY	APREY734-18	PH_EV66_phq_np_02	No BIN	426	MK208212	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Wasmannia	Wasmannia auropunctata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	02-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:30	Tropical rainforest	collected during army ant raiding
APREY	APREY735-18	PH_EV66_an_l_03	No BIN	417	MK207837	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus erythrocephalus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	02-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:30	Tropical rainforest	collected during army ant raiding
APREY	APREY736-18	PH_EV66_phm_np_04	BOLD:AAA3842	662	MK208213	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Wasmannia	Wasmannia auropunctata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	02-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:30	Tropical rainforest	collected during army ant raiding
APREY	APREY737-18	PH_EV67_ph_np_01	BOLD:AAL9378	617	MK207954	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole cocciphaga	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	06-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:30	Tropical rainforest	collected during army ant raiding
APREY	APREY738-18	PH_EV67_para_np_02	BOLD:AAG9273	554	MK207830	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Nylanderia	Nylanderia steinheili	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	06-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:30	Tropical rainforest	collected during army ant raiding
APREY	APREY739-18	PH_EV69_ph_np_01	BOLD:AAA3842	607	MK208214	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Wasmannia	Wasmannia auropunctata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	06-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:20	Tropical rainforest	collected during army ant raiding
APREY	APREY740-18	PH_EV71_str_np_01	BOLD:ADN9182	610	MK208154	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Strumigenys	Strumigenys elongata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	08-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	NA	Tropical rainforest	collected during army ant raiding
APREY	APREY741-18	PH_EV71_ph_np_02	No BIN	296	MK207947	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole citrina	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	08-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	NA	Tropical rainforest	collected during army ant raiding
APREY	APREY742-18	PH_EV71_undet_l_03	BOLD:AAI4517	580	MK207952	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole citrina	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	08-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	NA	Tropical rainforest	collected during army ant raiding
APREY	APREY743-18	PH_EV71_undet_l_04	BOLD:AAA3842	604	MK208216	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Wasmannia	Wasmannia auropunctata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	08-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	NA	Tropical rainforest	collected during army ant raiding
APREY	APREY744-18	PH_EV72_od_np_01	No BIN	240	MK207859	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus opaciventris	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	09-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:45	Tropical rainforest	collected during army ant raiding
APREY	APREY745-18	PH_EV72_ph_np_02	BOLD:AAL5003	594	MK208019	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole nebulosa	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	09-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:45	Tropical rainforest	collected during army ant raiding
APREY	APREY746-18	PH_EV73_od_kp_01	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	10-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:00	Tropical rainforest	collected during army ant raiding
APREY	APREY747-18	PH_EV73_od_l_02	No BIN	208	MK207875	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	10-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:00	Tropical rainforest	collected during army ant raiding
APREY	APREY748-18	PH_EV73_undet_e_03	BOLD:AAP9640	655	MK207863	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus panamensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	egg	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	10-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:00	Tropical rainforest	collected during army ant raiding
APREY	APREY749-18	PH_EV73_ph_np_04	BOLD:AAI4534	673	MK208014	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole kukrana	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	10-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:00	Tropical rainforest	collected during army ant raiding
APREY	APREY750-18	PH_EV73_l_undet_05	BOLD:AAI4534	671	MK208013	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole kukrana	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	10-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:00	Tropical rainforest	collected during army ant raiding
APREY	APREY751-18	PH_EV74_od_l_01	No BIN	350	MK207836	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus erythrocephalus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:45	Tropical rainforest	collected during army ant raiding
APREY	APREY752-18	PH_EV74_undet_l_02	No BIN	456	MK207840	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus erythrocephalus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:45	Tropical rainforest	collected during army ant raiding
APREY	APREY753-18	PH_EV74_para_np_03	No BIN	475	MK207811	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Nylanderia	Nylanderia sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:45	Tropical rainforest	collected during army ant raiding
APREY	APREY754-18	PH_EV74_str_np_04	No BIN	291	MK208168	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Strumigenys	Strumigenys rogeri	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:45	Tropical rainforest	collected during army ant raiding
APREY	APREY755-18	PH_EV74_ph_np_05	BOLD:AAB6974	592	MK208044	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole rugiceps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:45	Tropical rainforest	collected during army ant raiding
APREY	APREY756-18	PH_EV74_undet_l_06	BOLD:ADN3550	612	MK207810	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Nylanderia	Nylanderia sp. 1	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	21:45	Tropical rainforest	collected during army ant raiding
APREY	APREY757-18	PH_EV75_od_l_01	No BIN	259	MK207843	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus erythrocephalus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:30	Tropical rainforest	collected during army ant raiding
APREY	APREY758-18	PH_EV75_od_l_02	No BIN	212	MK207838	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus erythrocephalus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:30	Tropical rainforest	collected during army ant raiding
APREY	APREY759-18	PH_EV75_undet_l_03	BOLD:AAL7282	606	MK208151	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Strumigenys	Strumigenys cordovensis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:30	Tropical rainforest	collected during army ant raiding
APREY	APREY760-18	PH_EV75_undet_l_04	BOLD:AAY2326	678	MK208029	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole perpusilla	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	11-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:30	Tropical rainforest	collected during army ant raiding
APREY	APREY761-18	PH_EV76_ph_np_01	BOLD:AAA3842	610	MK208210	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Wasmannia	Wasmannia auropunctata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:50	Tropical rainforest	collected during army ant raiding
APREY	APREY762-18	PH_EV76_ph_l_02	BOLD:AAA3842	661	MK208207	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Wasmannia	Wasmannia auropunctata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:50	Tropical rainforest	collected during army ant raiding
APREY	APREY763-18	PH_EV76_strq_np_03	BOLD:ADN9182	600	MK208156	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Strumigenys	Strumigenys elongata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:50	Tropical rainforest	collected during army ant raiding
APREY	APREY764-18	PH_EV76_od_l_04	BOLD:ADK1059	526	MK207858	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus opaciventris	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	22:50	Tropical rainforest	collected during army ant raiding
APREY	APREY765-18	PH_EV77_od_np_01	BOLD:ABY6842	641	MK207883	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus ruginodis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:10	Tropical rainforest	collected during army ant raiding
APREY	APREY766-18	PH_EV77_od_l_02	BOLD:ABA0725	514	MK207849	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus hastatus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:10	Tropical rainforest	collected during army ant raiding
APREY	APREY767-18	PH_EV77_undet1_e_03	BOLD:AAB9970	612	MK207537	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Camponotus	Camponotus atriceps	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	egg	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:10	Tropical rainforest	collected during army ant raiding
APREY	APREY768-18	PH_EV77_undet2_e_04	BOLD:ABA0725	513	MK207845	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus hastatus	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	egg	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:10	Tropical rainforest	collected during army ant raiding
APREY	APREY769-18	PH_EV77_para_np_05	BOLD:AAG9273	507	MK207833	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Nylanderia	Nylanderia steinheili	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:10	Tropical rainforest	collected during army ant raiding
APREY	APREY770-18	PH_EV77_po_l_06	BOLD:ABY6842	552	MK207882	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Odontomachus	Odontomachus ruginodis	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:10	Tropical rainforest	collected during army ant raiding
APREY	APREY771-18	PH_EV78_phm_np_01	BOLD:AAF6763	663	MK207945	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole boruca	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	17-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:30	Tropical rainforest	collected during army ant raiding
APREY	APREY772-18	PH_EV80_ph_np_01	BOLD:AAI4517	616	MK207951	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole citrina	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	19-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:15	Tropical rainforest	collected during army ant raiding
APREY	APREY773-18	PH_EV80_ph_l_02	No BIN	413	MK207950	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole citrina	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	19-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	1:15	Tropical rainforest	collected during army ant raiding
APREY	APREY774-18	PH_EV81_phq_np_01	BOLD:AAA3842	562	MK208215	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Wasmannia	Wasmannia auropunctata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	20-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:10	Tropical rainforest	collected during army ant raiding
APREY	APREY775-18	PH_EV81_po_l_02	BOLD:ADO6955	568	MK207912	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Ponerinae	Pachycondyla	Pachycondyla harpax	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	20-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:10	Tropical rainforest	collected during army ant raiding
APREY	APREY776-18	PH_EV82_str_np_01	BOLD:AAV6856	602	MK208157	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Strumigenys	Strumigenys micretes	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	20-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	0:40	Tropical rainforest	collected during army ant raiding
APREY	APREY777-18	PH_EV83_myrm_np_01	BOLD:AAA3842	601	MK208209	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Wasmannia	Wasmannia auropunctata	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	21-Apr-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:00	Tropical rainforest	collected during army ant raiding
APREY	APREY778-18	PH_EV84_ph_np_01	No BIN	no sequence	n.a.	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	not available	not available	not available	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	03-Mar-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:20	Tropical rainforest	collected during army ant raiding
APREY	APREY779-18	PH_EV84_undet_l_02	BOLD:ACF5845	615	MK207942	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole anastasii	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	larva	Eciton vagans	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	03-Mar-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	23:20	Tropical rainforest	collected during army ant raiding
APREY	APREY780-18	PH_Neiv1g_undet_np_01	No BIN	426	MK207828	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Formicinae	Nylanderia	Nylanderia steinheili	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Neivamyrmex gibbatus	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	23-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	night	Tropical rainforest	collected during army ant raiding
APREY	APREY781-18	PH_Neiv1g_ph_np_02	BOLD:AAL5003	625	MK208028	no image	vouchered in private collection of cvb	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmicinae	Pheidole	Pheidole nebulosa	Philipp Hoenle and Christoph von Beeren	identified via DNA barcode	pupa	Neivamyrmex gibbatus	Phillip Hoenle, Bryan Ospina Jara, Adrian Brueckner, Christoph von Beeren	23-Feb-2017	Costa Rica	Heredia	Canton Sarapiqui	La Selva Biological Station	night	Tropical rainforest	collected during army ant raiding
